entity1,relation,entity2
杂交水稻,属于,南粳46
杂交水稻,属于,稻温病
杂交水稻,属于,细菌性条斑病
杂交水稻,属于,稻纵卷叶螟
杂交水稻,属于,稻恶苗病菌
杂交水稻,属于,稻瘟病
杂交水稻,属于,稻曲病
杂交水稻,属于,根蚜
杂交水稻,属于,胡麻病菌
杂交水稻,属于,黑肩绿盲蝽
杂交水稻,属于,细条病菌
杂交水稻,属于,叶蝉
杂交水稻,属于,白叶枯病
杂交水稻,属于,稻田
杂交水稻,属于,粳稻
桔,属于,果园
桔,属于,果轮纹病
桔,属于,苹果褐斑病
桔,属于,叶片黄化
桔,属于,花脸病
桔,属于,树
桔,属于,金纹细蛾
桔,属于,黄斑卷叶虫
桔,属于,苹果炭疽病
桔,属于,平小卷叶虫
桔,属于,小卷叶蛾
桔,属于,苹果斑点落叶病
桔,属于,梨黑星病
桔,属于,顶梢卷叶虫
桔,属于,苹果轮纹病
牲畜,病害,疾病
白毛,属于,茶叶
蚕蛹,属于,中草药
茶花,属于,农作物
茶花,属于,中草药
鼠伤寒沙门氏菌,属于,软腐病
鼠伤寒沙门氏菌,属于,病毒沧迦病
鼠伤寒沙门氏菌,属于,青枯病
鼠伤寒沙门氏菌,属于,病菌
板叶荠菜,属于,蚜虫
板叶荠菜,属于,植物
板叶荠菜,属于,霜霉病
苏州青,属于,蔬菜
苏州青,属于,小白菜
野豌豆,属于,中草药
翠菊,属于,农作物
翠菊,属于,中草药
田螺,属于,鱼
田螺,属于,肠炎病
田螺,属于,肤霉病
香菇,属于,枯萎病
香菇,属于,曲霉菌
香菇,属于,根腐病
香菇,属于,病菌
红薯,别名,红薯
红薯,别名,农作物
红薯,别名,地瓜
红薯,别名,红苕
红掌,属于,农作物
红掌,属于,中草药
红掌,属于,十字花科
加州72,属于,蓟马
加州72,属于,立枯病
加州72,属于,褐斑病
加州72,属于,斜纹夜盗蛾
加州72,属于,金针虫
加州72,属于,地老虎
加州72,属于,蛴螬
加州72,属于,蔬菜
加州72,属于,根腐病
加州72,属于,茎枯病
加州72,属于,植物
老鼠,饲料,蚜虫
老鼠,饲料,植物
老鼠,饲料,金龟子
老鼠,饲料,锈病
老鼠,饲料,地豆
老鼠,饲料,叶斑病
老鼠,饲料,蛴螬
老鼠,别名,中药
野燕麦,科,早熟禾
野燕麦,科,禾本科杂草
野燕麦,属于,水果
野燕麦,属于,蔬菜
野燕麦,属于,饲料
黄曲霉菌,属于,软腐病
黄曲霉菌,属于,病毒沧迦病
黄曲霉菌,属于,青枯病
黄曲霉菌,属于,病菌
地衣芽孢杆菌,属于,软腐病
地衣芽孢杆菌,属于,病毒沧迦病
地衣芽孢杆菌,属于,青枯病
地衣芽孢杆菌,属于,病菌
鲤,属于,鱼病
鲤,属于,出血病
鲤,属于,毛金藻
扑海因,防治,病毒
扑海因,防治,疾病
胡桃,别名,胡桃醌
胡桃,别名,核桃树
高羊茅,科,早熟禾
高羊茅,科,禾本科杂草
鲜切花,属于,农作物
鲜切花,属于,中草药
锌硫磷毒沙,防治,昆虫
锌硫磷毒沙,防治,钻心虫
锌硫磷毒沙,防治,动物
鲫鱼,属于,中草药
甲维盐,治疗,甜玉米
甲维盐,治疗,地老虎
甲维盐,治疗,植物
甲维盐,治疗,华农101
甲维盐,治疗,玉米蓟
甲维盐,治疗,登海605
甲维盐,治疗,矮花叶病
甲维盐,治疗,黑穗病
甲维盐,治疗,蚜虫
甲维盐,治疗,玉米螟
甲维盐,治疗,玉米大斑病
甲维盐,治疗,大斑病
甲维盐,治疗,小斑病
甲维盐,治疗,白花叶病
甲维盐,治疗,糯玉米
甲维盐,治疗,青贮玉米
甲维盐,治疗,郑单958
甲维盐,治疗,先玉335
甲维盐,治疗,粘虫
甲维盐,属于,农作物
甲维盐,治疗,飞虱
甲维盐,治疗,象鼻虫
甲维盐,治疗,叶斑病
甲维盐,防治,绿盲蝽
甲维盐,防治,美国白蛾
甲维盐,防治,桃小食心虫
甲维盐,防治,动物
甲维盐,防治,菜蛾科
甲维盐,防治,夜蛾科
麻黄,属于,中草药
绿叶菜,属于,病毒病
绿叶菜,属于,细菌性病害
绿叶菜,属于,大棚蔬菜
绿叶菜,属于,土壤次生盐渍化
绿叶菜,属于,蔬菜急性萎蔫
三级苗,属于,枣步曲
小白鼠,种,花生
小白鼠,种,田鼠
小白鼠,种,瓜子
马鞭草,别名,蔷薇科
雀麦,属于,中草药
麦,防治,禾本科
麦,属于,植物
麦,防治,野麦子
麦,虫害,黄花叶病毒
麦,虫害,农作物
麦,虫害,病毒
茶橙瘿螨,属于,水果
茶橙瘿螨,属于,蔬菜
茶橙瘿螨,属于,植物
茶橙瘿螨,属于,饲料
金心吊兰,属于,农作物
金心吊兰,属于,中草药
紫薇,属于,农作物
紫薇,属于,中草药
细菌病毒,属于,病菌
黄金桂,属于,山茶
黄金桂,属于,植物
黄金桂,属于,草本
敌敌威乳剂,防治,蚜科
敌敌威乳剂,防治,动物
敌敌威乳剂,防治,蜜虫
敌敌威乳剂,防治,腻虫
秋刀鱼,属于,鱼
秋刀鱼,属于,肠炎病
秋刀鱼,属于,肤霉病
青皮丝瓜,属于,丝瓜
普通丝瓜,属于,白粉虱
普通丝瓜,属于,霜霉病
普通丝瓜,属于,猝倒病
普通丝瓜,属于,螨类
普通丝瓜,属于,蔓枯病
普通丝瓜,属于,白粉病
普通丝瓜,属于,细菌性软腐病
普通丝瓜,属于,疫病
普通丝瓜,属于,炭疽病
普通丝瓜,属于,瓜绢螟
普通丝瓜,属于,瓜实蝇
普通丝瓜,属于,灰霉病
普通丝瓜,属于,菌核病
普通丝瓜,属于,病毒病
普通丝瓜,属于,蚜虫
402抗菌剂,防治,真菌
402抗菌剂,防治,疾病
肝癌,属于,病菌
葛根,别名,旋花科
葛根,科,豆科牧草
葛根,科,苦参
麦芽,属于,中草药
麦芽,科,早熟禾
麦芽,科,禾本科杂草
草,别名,植物
草,别名,草
西瓜皮,属于,蚜虫
西瓜皮,属于,白粉虱
西瓜皮,属于,红蜘蛛
西瓜皮,属于,瓜类作物
西瓜皮,属于,炭疽病
西瓜皮,属于,细菌性角斑病
西瓜皮,属于,茎枯病
西瓜皮,属于,疫病
西瓜皮,属于,枯萎病
西瓜皮,属于,病毒病
西瓜皮,属于,中草药
金银花,虫害,蚜科
金银花,虫害,动物
金银花,虫害,蜜虫
金银花,虫害,腻虫
金银花,属于,中草药
枫杨,属于,中草药
旱金莲,属于,中草药
滑子蘑,属于,枯萎病
滑子蘑,属于,曲霉菌
滑子蘑,属于,根腐病
滑子蘑,属于,病菌
豆类蔬菜,属于,植物
豆类蔬菜,属于,病毒病
豆类蔬菜,属于,细菌性病害
豆类蔬菜,属于,大棚蔬菜
豆类蔬菜,属于,土壤次生盐渍化
豆类蔬菜,属于,蔬菜急性萎蔫
荷花,属于,中草药
北京小杂56号,属于,病毒病
北京小杂56号,属于,叶菜
北京小杂56号,属于,软腐病
北京小杂56号,属于,白菜
北京小杂56号,属于,蚜虫
北京小杂56号,属于,菜青虫
北京小杂56号,属于,霜霉病
北京小杂56号,属于,十字花科
北京小杂56号,属于,青菜
北京小杂56号,属于,蔬菜
北京小杂56号,属于,斑潜蝇
北京小杂56号,属于,夜蛾
北京小杂56号,属于,水果
北京小杂56号,属于,饲料
鲁单9002,属于,水果
鲁单9002,属于,蔬菜
鲁单9002,属于,植物
鲁单9002,属于,饲料
鲁单9002,属于,甜玉米
鲁单9002,属于,地老虎
鲁单9002,属于,华农101
鲁单9002,属于,玉米蓟
鲁单9002,属于,登海605
鲁单9002,属于,矮花叶病
鲁单9002,属于,黑穗病
鲁单9002,属于,蚜虫
鲁单9002,属于,玉米螟
鲁单9002,属于,玉米大斑病
鲁单9002,属于,大斑病
鲁单9002,属于,小斑病
鲁单9002,属于,白花叶病
鲁单9002,属于,糯玉米
鲁单9002,属于,青贮玉米
鲁单9002,属于,郑单958
鲁单9002,属于,先玉335
鲁单9002,属于,粘虫
鲁单9002,属于,飞虱
鲁单9002,属于,象鼻虫
鲁单9002,属于,叶斑病
夏白菜,病害,植物
夏白菜,属于,农作物
夏白菜,属于,病毒病
夏白菜,属于,叶菜
夏白菜,属于,软腐病
夏白菜,属于,白菜
夏白菜,属于,蚜虫
夏白菜,属于,菜青虫
夏白菜,属于,霜霉病
夏白菜,属于,十字花科
夏白菜,属于,青菜
夏白菜,属于,蔬菜
夏白菜,属于,斑潜蝇
夏白菜,属于,夜蛾
豆角,属于,水果
豆角,属于,饲料
豆角,属于,病毒病
豆角,属于,细菌性病害
豆角,属于,大棚蔬菜
豆角,属于,土壤次生盐渍化
豆角,属于,蔬菜急性萎蔫
豆角,科,豆科牧草
豆角,科,苦参
咪鲜胺乳油,防治,疾病
赢力,防治,农作物
扑虱灵可湿性粉剂,防治,动物
扑虱灵可湿性粉剂,防治,介壳虫
鸡腿菇,别名,真菌
鸡腿菇,别名,中草药
鸡腿菇,属于,病菌
毛头鬼伞,属于,病菌
毛头鬼伞,属于,枯萎病
毛头鬼伞,属于,曲霉菌
毛头鬼伞,属于,根腐病
鳊,别名,鳊鱼
鳊,别名,鳊
吊瓜,病害,农作物
吊瓜,病害,疾病
吊瓜,科,毛茛科
吊瓜,科,花卉
吊瓜,别名,中药
菇菌清,防治,微生物
菇菌清,防治,真菌
番薯,别名,番薯
番薯,别名,农作物
番薯,别名,旋花科
莱农14号,属于,甜玉米
莱农14号,属于,地老虎
莱农14号,属于,植物
莱农14号,属于,华农101
莱农14号,属于,玉米蓟
莱农14号,属于,登海605
莱农14号,属于,矮花叶病
莱农14号,属于,黑穗病
莱农14号,属于,蚜虫
莱农14号,属于,玉米螟
莱农14号,属于,玉米大斑病
莱农14号,属于,大斑病
莱农14号,属于,小斑病
莱农14号,属于,白花叶病
莱农14号,属于,糯玉米
莱农14号,属于,青贮玉米
莱农14号,属于,郑单958
莱农14号,属于,先玉335
莱农14号,属于,粘虫
莱农14号,属于,农作物
莱农14号,属于,飞虱
莱农14号,属于,象鼻虫
莱农14号,属于,叶斑病
鼠害,病原,花生
鼠害,病原,田鼠
鼠害,病原,动物
鼠害,病原,瓜子
速灭杀丁,防治,豇豆荚螟
速灭杀丁,防治,动物
速灭杀丁,防治,项门吃
铁线莲,属于,中草药
二级枣苗,属于,枣步曲
真菌毒素,属于,微生物
真菌毒素,属于,枯萎病
真菌毒素,属于,曲霉菌
真菌毒素,属于,根腐病
春薯,病害,疾病
春薯,病害,农作物
水葫芦,属于,中草药
水葫芦,属于,水果
水葫芦,属于,蔬菜
水葫芦,属于,植物
水葫芦,属于,饲料
眉豆,属,中草药
眉豆,属,蚜虫
眉豆,属,霜霉病
眉豆,属,峨眉豆
眉豆,属,眉豆
眉豆,属,炭疽病
眉豆,属,豆荚螟
眉豆,科,豆科牧草
眉豆,科,苦参
氟苯尼考,治疗,高粱
氟苯尼考,治疗,豆粕
氟苯尼考,治疗,红薯
氟苯尼考,治疗,牧草
氟苯尼考,治疗,稻草
氟苯尼考,治疗,胡萝卜
氟苯尼考,治疗,苜蓿
氟苯尼考,治疗,玉米
氟苯尼考,治疗,黑麦
氟苯尼考,治疗,大豆
氟苯尼考,治疗,青贮玉米
氟苯尼考,治疗,花生
病毒性传染病,属于,疾病
病毒性传染病,属于,农作物
小米草,属于,中草药
菜豆,属于,植物
菜豆,属于,病毒病
菜豆,属于,细菌性病害
菜豆,属于,大棚蔬菜
菜豆,属于,土壤次生盐渍化
菜豆,属于,蔬菜急性萎蔫
架豆,属于,斜纹夜蛾
架豆,属于,芸豆
架豆,属于,豆荚螟
架豆,属于,疫病
架豆,属于,蔬菜
架豆,属于,架豆
架豆,属于,菜豆
架豆,属于,细菌性角斑病
架豆,属于,农作物
架豆,属于,植物
架豆,属于,扁豆
武运粳21号,属于,水果
武运粳21号,属于,蔬菜
武运粳21号,属于,饲料
武运粳21号,属于,水稻
硫磺,别名,叶斑病
硫磺,别名,硫磺
硫磺粉,防治,疾病
硫磺粉,别名,硫磺粉
菲醌,防治,植物
草鳊,别名,草鳊
良姜,科,毛茛科
良姜,属于,中草药
黑穗病,属于,水果
黑穗病,属于,蔬菜
黑穗病,属于,饲料
茉莉花,属于,植物
茉莉花,属于,花卉
多菇丰,防治,微生物
多菇丰,防治,真菌
世高 阿米妙收,防治,农作物
世高 阿米妙收,防治,疾病
抑太保乳油,防治,豇豆荚螟
抑太保乳油,防治,动物
田鼠,属于,中草药
兔瘟疫苗,治疗,白菜
兔瘟疫苗,治疗,胡萝卜
兔瘟疫苗,治疗,苜蓿
兔瘟疫苗,治疗,玉米
兔瘟疫苗,治疗,黑麦
山瑞鳖,别名,鱼类
鳖,属于,鱼
鳖,属于,肠炎病
鳖,属于,肤霉病
枣苗,属于,枣步曲
冻害,属于,水果
冻害,属于,蔬菜
冻害,属于,植物
冻害,属于,饲料
丰产树,属于,苦痘病
丰产树,属于,树
青花椰菜,属于,植物
青花椰菜,属于,病毒病
青花椰菜,属于,细菌性病害
青花椰菜,属于,大棚蔬菜
青花椰菜,属于,土壤次生盐渍化
青花椰菜,属于,蔬菜急性萎蔫
獭兔,纲,疥螨
鳢,别名,生鱼
鳢,别名,乌鳢
蜜香红茶,属于,茶叶
越夏小黄瓜,属于,黄瓜
小黄瓜,属于,粉虱
小黄瓜,属于,蔬菜
小黄瓜,属于,白粉病
小黄瓜,属于,小菜蛾
小黄瓜,属于,植物
小黄瓜,属于,炭疽病
小黄瓜,属于,细菌性角斑病
小黄瓜,属于,花叶病毒
小黄瓜,属于,蚜虫
小黄瓜,属于,角斑病
小黄瓜,属于,菜青虫
小黄瓜,属于,枯萎病
小黄瓜,属于,吊瓜
小黄瓜,属于,甜菜夜蛾
小黄瓜,属于,绵腐病
小黄瓜,属于,白粉虱
小黄瓜,属于,霜霉病
橘皮,别名,橘皮
陈皮,别名,陈皮
白掌,属于,农作物
白掌,属于,中草药
白掌,属于,十字花科
雪峰花皮,属于,蚜虫
雪峰花皮,属于,植物
雪峰花皮,属于,白粉虱
雪峰花皮,属于,红蜘蛛
雪峰花皮,属于,瓜类作物
雪峰花皮,属于,炭疽病
雪峰花皮,属于,细菌性角斑病
雪峰花皮,属于,茎枯病
雪峰花皮,属于,疫病
雪峰花皮,属于,枯萎病
雪峰花皮,属于,病毒病
贡选1号,属于,蚜虫
贡选1号,属于,霜霉病
贡选1号,属于,花叶病
贡选1号,属于,多效唑
贡选1号,属于,豆荚螟
贡选1号,属于,大豆皱缩花叶病
贡选1号,属于,细菌性斑点病
贡选1号,属于,病毒病
贡选1号,属于,小地老虎
熏烟剂,防治,植物
熏烟剂,防治,溃疡病
褐腐病,病原,枯萎病
褐腐病,病原,曲霉菌
褐腐病,病原,根腐病
褐腐病,属于,病菌
宝巾,别名,中药
宝巾,别名,叶子花
宝巾,别名,簕杜鹃
宝巾,别名,宝巾
宝巾,别名,九重葛
宝巾,别名,勒杜鹃
海蜇皮,属于,中草药
野豌豆属,属于,中草药
羽扇豆,科,豆科牧草
羽扇豆,科,苦参
草豆蔻,科,毛茛科
消毒药,属于,中草药
西红柿,属于,细菌性病害
西红柿,病害,细菌
西红柿,病害,疾病
西红柿,属于,植物
西红柿,属于,病毒病
西红柿,属于,大棚蔬菜
西红柿,属于,土壤次生盐渍化
西红柿,属于,蔬菜急性萎蔫
西红柿,病害,农作物
西红柿,虫害,蚜科
西红柿,属于,动物
西红柿,虫害,蜜虫
西红柿,虫害,腻虫
西红柿,虫害,棉粉虱
鲫,属于,鱼病
鲫,属于,出血病
鲫,属于,毛金藻
巴氏杆菌,属于,软腐病
巴氏杆菌,属于,病毒沧迦病
巴氏杆菌,属于,青枯病
巴氏杆菌,属于,病菌
桂花树,种,花卉
桂花树,种,乔木和花灌木类
桂花树,种,年宵花
水稻纹枯病,属于,水果
水稻纹枯病,属于,蔬菜
水稻纹枯病,属于,植物
水稻纹枯病,属于,饲料
清瘟败毒散,防治,传染性法氏囊炎病毒
清瘟败毒散,防治,疾病
清瘟败毒散,属于,中草药
食肉动物,属于,病菌
硕丹,防治,动物
甲基硫菌灵,防治,农作物
甲基硫菌灵,防治,疾病
甲基硫菌灵,别名,霜霉病
甲基硫菌灵,别名,猝倒病
甲基硫菌灵,别名,紫斑病
甲基硫菌灵,别名,赤霉病
甲基硫菌灵,别名,炭疽病
甲基硫菌灵,别名,根腐病
新城疫病毒,属于,蜱虫
新城疫病毒,属于,病菌
菊酯类杀虫剂,防治,蚜科
菊酯类杀虫剂,防治,动物
菊酯类杀虫剂,防治,蜜虫
菊酯类杀虫剂,防治,腻虫
1605粉,防治,动物
马唐,属于,中草药
油松,属于,中草药
除草剂,防治,禾本科
除草剂,属于,植物
除草剂,防治,野麦子
除草剂,属于,水果
除草剂,属于,蔬菜
除草剂,属于,饲料
好安威,防治,蚜科
好安威,防治,动物
好安威,防治,蜜虫
好安威,防治,腻虫
漂白粉,属于,病菌
烟碱合剂,防治,蚜科
烟碱合剂,防治,动物
烟碱合剂,防治,蜜虫
烟碱合剂,防治,腻虫
喷施磷酸二氢钾,防治,植物
喷施磷酸二氢钾,防治,溃疡病
石榴树,病害,疾病
石榴树,虫害,动物
石榴树,虫害,螨类
石榴树,种,花卉
黑曲霉,属于,病菌
黑曲霉,属于,枯萎病
黑曲霉,属于,曲霉菌
黑曲霉,属于,根腐病
洞庭1号,属于,蚜虫
洞庭1号,属于,植物
洞庭1号,属于,白粉虱
洞庭1号,属于,红蜘蛛
洞庭1号,属于,瓜类作物
洞庭1号,属于,炭疽病
洞庭1号,属于,细菌性角斑病
洞庭1号,属于,茎枯病
洞庭1号,属于,疫病
洞庭1号,属于,枯萎病
洞庭1号,属于,病毒病
盐酸土霉素,属于,中药
鸭瘟疫苗,治疗,花生
鸭瘟疫苗,治疗,豆粕
鸭瘟疫苗,治疗,动物
鸭瘟疫苗,治疗,小麦
鸭瘟疫苗,治疗,水草
鸭瘟疫苗,治疗,玉米
鸭瘟疫苗,治疗,水稻
棉铃,属于,水果
棉铃,属于,蔬菜
棉铃,属于,饲料
青霉素,治疗,高粱
青霉素,治疗,豆粕
青霉素,治疗,红薯
青霉素,治疗,牧草
青霉素,治疗,稻草
青霉素,治疗,胡萝卜
青霉素,治疗,苜蓿
青霉素,治疗,玉米
青霉素,治疗,黑麦
青霉素,治疗,大豆
青霉素,治疗,青贮玉米
青霉素,治疗,花生
蛤蜊,属于,中草药
灰菜,属于,中草药
含羞草,属于,农作物
含羞草,属于,中草药
镇稻11号,属于,水稻
乐斯本,防治,动物
乐斯本,防治,夜蛾科
升霜霉威盐酸盐水剂,防治,疾病
升霜霉威盐酸盐水剂,防治,农作物
半滑舌鳎,属于,鱼
半滑舌鳎,属于,肠炎病
半滑舌鳎,属于,肤霉病
树苗,属于,果园
树苗,属于,果轮纹病
树苗,属于,苹果褐斑病
树苗,属于,叶片黄化
树苗,属于,花脸病
树苗,属于,树
树苗,属于,金纹细蛾
树苗,属于,黄斑卷叶虫
树苗,属于,苹果炭疽病
树苗,属于,平小卷叶虫
树苗,属于,小卷叶蛾
树苗,属于,苹果斑点落叶病
树苗,属于,梨黑星病
树苗,属于,顶梢卷叶虫
树苗,属于,苹果轮纹病
假单孢杆菌,属于,病菌
白喉,属于,软腐病
白喉,属于,微生物
白喉,属于,病毒沧迦病
白喉,属于,青枯病
鲐鱼,别名,蚜虫
鲐鱼,别名,植物
鲐鱼,别名,金龟子
鲐鱼,别名,锈病
鲐鱼,别名,地豆
鲐鱼,别名,叶斑病
鲐鱼,别名,蛴螬
野芋,属于,中草药
青鱼,病害,疾病
蒜叶青可湿性粉剂,防治,病毒
南豆12,属于,蚜虫
南豆12,属于,霜霉病
南豆12,属于,花叶病
南豆12,属于,多效唑
南豆12,属于,豆荚螟
南豆12,属于,大豆皱缩花叶病
南豆12,属于,细菌性斑点病
南豆12,属于,病毒病
南豆12,属于,小地老虎
灭菌,属于,水果
灭菌,属于,蔬菜
灭菌,属于,植物
灭菌,属于,饲料
灭菌,属于,病菌
莴苣,病害,疾病
莴苣,病害,细菌
莴苣,虫害,蚜科
莴苣,虫害,动物
莴苣,虫害,蜜虫
莴苣,虫害,腻虫
莴苣,属于,中草药
莴苣,病害,农作物
灶心土,属于,中草药
甲霜灵锰锌可湿性粉剂,防治,病害
螨,属,红蜘蛛
冰硼散,属于,中草药
曲霉菌,属于,病菌
曲霉菌,病原,枯萎病
曲霉菌,病原,曲霉菌
曲霉菌,病原,根腐病
藻类,属于,病菌
敌百虫可溶性粉剂,防治,动物
敌百虫可溶性粉剂,防治,蚜科
敌百虫可溶性粉剂,防治,蜜虫
敌百虫可溶性粉剂,防治,腻虫
晚稻,属于,稻水象甲
晚稻,属于,糯稻
晚稻,属于,植物
晚稻,属于,谷子
晚稻,属于,恶苗病
晚稻,属于,Y两优900
晚稻,属于,稻花香2号
晚稻,属于,杂交水稻
晚稻,属于,稻飞虱
晚稻,属于,籼稻
晚稻,属于,东北大米
晚稻,属于,稻谷
晚稻,属于,水稻立枯病
晚稻,属于,龙稻18
晚稻,属于,汕优63
晚稻,属于,纹枯病
晚稻,属于,稻瘟病菌
晚稻,属于,南粳46
晚稻,属于,稻温病
晚稻,属于,细菌性条斑病
晚稻,属于,稻纵卷叶螟
晚稻,属于,稻恶苗病菌
晚稻,属于,稻瘟病
晚稻,属于,稻曲病
晚稻,属于,根蚜
晚稻,属于,胡麻病菌
晚稻,属于,黑肩绿盲蝽
晚稻,属于,细条病菌
晚稻,属于,叶蝉
晚稻,属于,白叶枯病
晚稻,属于,稻田
晚稻,属于,粳稻
口蘑,属于,微生物
口蘑,属于,枯萎病
口蘑,属于,曲霉菌
口蘑,属于,根腐病
病毒必克,防治,黄花叶病毒
病毒必克,防治,农作物
病毒必克,防治,病毒
病毒必克,防治,植物
蜜虫,别名,蚜科
蜜虫,别名,蜜虫
蜜虫,别名,腻虫
葱叶,属于,中草药
轮状病毒,属于,蜱虫
轮状病毒,属于,病菌
茉莉属,属于,农作物
茉莉属,属于,中草药
蜀桧大树,别名,树种
青杂2号,属于,上海青
青杂2号,属于,蔬菜
青杂2号,属于,甘蓝夜蛾
青杂2号,属于,病毒病
鲈鱼,别名,鲈鱼
鲈鱼,属于,中草药
多抗霉素水剂,防治,农作物
多抗霉素水剂,防治,疾病
甲基托布津,防治,农作物
甲基托布津,防治,疾病
甲基托布津,防治,真菌
香葱,病害,病毒
香葱,病害,农作物
香葱,病害,疾病
香葱,虫害,花蝇科
香葱,虫害,动物
香葱,虫害,昆虫
樱桃,虫害,黄桃
樱桃,虫害,动物
乐果乳剂,防治,蚜科
乐果乳剂,防治,动物
乐果乳剂,防治,蜜虫
乐果乳剂,防治,腻虫
冬小麦,科,早熟禾
冬小麦,科,禾本科杂草
薰衣草,属于,农作物
薰衣草,属于,中草药
郑杂9号,属于,蚜虫
郑杂9号,属于,植物
郑杂9号,属于,白粉虱
郑杂9号,属于,红蜘蛛
郑杂9号,属于,瓜类作物
郑杂9号,属于,炭疽病
郑杂9号,属于,细菌性角斑病
郑杂9号,属于,茎枯病
郑杂9号,属于,疫病
郑杂9号,属于,枯萎病
郑杂9号,属于,病毒病
连粳7号,属于,水稻
早稻,属于,稻水象甲
早稻,属于,糯稻
早稻,属于,植物
早稻,属于,谷子
早稻,属于,恶苗病
早稻,属于,Y两优900
早稻,属于,稻花香2号
早稻,属于,杂交水稻
早稻,属于,稻飞虱
早稻,属于,籼稻
早稻,属于,东北大米
早稻,属于,稻谷
早稻,属于,水稻立枯病
早稻,属于,龙稻18
早稻,属于,汕优63
早稻,属于,纹枯病
早稻,属于,稻瘟病菌
早稻,属于,南粳46
早稻,属于,稻温病
早稻,属于,细菌性条斑病
早稻,属于,稻纵卷叶螟
早稻,属于,稻恶苗病菌
早稻,属于,稻瘟病
早稻,属于,稻曲病
早稻,属于,根蚜
早稻,属于,胡麻病菌
早稻,属于,黑肩绿盲蝽
早稻,属于,细条病菌
早稻,属于,叶蝉
早稻,属于,白叶枯病
早稻,属于,稻田
早稻,属于,粳稻
景丰宝,属于,水果
景丰宝,属于,蔬菜
景丰宝,属于,植物
景丰宝,属于,饲料
景丰宝,属于,蚜虫
景丰宝,属于,白粉虱
景丰宝,属于,红蜘蛛
景丰宝,属于,瓜类作物
景丰宝,属于,炭疽病
景丰宝,属于,细菌性角斑病
景丰宝,属于,茎枯病
景丰宝,属于,疫病
景丰宝,属于,枯萎病
景丰宝,属于,病毒病
红富士苹果,别名,蔷薇科
红富士苹果,别名,植物
霉灵可湿性粉剂,防治,疾病
丹皮,属于,中草药
鲢鱼,属于,中草药
加瑞农,属于,蚜虫
幼虾,属,青虾
韭菜,属于,植物
韭菜,属于,病毒病
韭菜,属于,细菌性病害
韭菜,属于,大棚蔬菜
韭菜,属于,土壤次生盐渍化
韭菜,属于,蔬菜急性萎蔫
韭菜,虫害,动物
韭菜,属于,水果
韭菜,属于,饲料
韭菜,属于,中草药
莴笋,属于,病毒病
莴笋,属于,细菌性病害
莴笋,属于,大棚蔬菜
莴笋,属于,土壤次生盐渍化
莴笋,属于,蔬菜急性萎蔫
稻叶,属于,稻水象甲
稻叶,属于,糯稻
稻叶,属于,谷子
稻叶,属于,恶苗病
稻叶,属于,Y两优900
稻叶,属于,稻花香2号
稻叶,属于,杂交水稻
稻叶,属于,稻飞虱
稻叶,属于,籼稻
稻叶,属于,东北大米
稻叶,属于,稻谷
稻叶,属于,水稻立枯病
稻叶,属于,龙稻18
稻叶,属于,汕优63
稻叶,属于,纹枯病
稻叶,属于,稻瘟病菌
稻叶,属于,南粳46
稻叶,属于,稻温病
稻叶,属于,细菌性条斑病
稻叶,属于,稻纵卷叶螟
稻叶,属于,稻恶苗病菌
稻叶,属于,稻瘟病
稻叶,属于,稻曲病
稻叶,属于,根蚜
稻叶,属于,胡麻病菌
稻叶,属于,黑肩绿盲蝽
稻叶,属于,细条病菌
稻叶,属于,叶蝉
稻叶,属于,白叶枯病
稻叶,属于,稻田
稻叶,属于,粳稻
90 晶体敌百虫,防治,黑肩绿盲蝽
90 晶体敌百虫,防治,动物
90 晶体敌百虫,防治,蚜科
90 晶体敌百虫,防治,蜜虫
90 晶体敌百虫,防治,腻虫
孔雀鱼,属于,鱼
孔雀鱼,属于,肠炎病
孔雀鱼,属于,肤霉病
茎枯病,病原,微生物
茎枯病,病原,枯萎病
茎枯病,病原,曲霉菌
茎枯病,病原,根腐病
麦蚜,别名,蚜虫
燕子掌,别名,玉树
燕子掌,别名,燕子掌
燕子掌,别名,树
燕子掌,别名,小灌木类
景天树,别名,景天树
景天树,别名,冬青
倒挂金钟,属于,农作物
倒挂金钟,属于,中草药
亚麻,虫害,动物
亚麻,虫害,夜蛾科
亚麻,属于,中草药
新枝霉素,防治,细菌性病害
新枝霉素,防治,细菌
绿丰1号,包含,粉虱
绿丰1号,包含,蔬菜
绿丰1号,包含,白粉病
绿丰1号,包含,小菜蛾
绿丰1号,包含,植物
绿丰1号,包含,炭疽病
绿丰1号,包含,细菌性角斑病
绿丰1号,包含,花叶病毒
绿丰1号,包含,蚜虫
绿丰1号,包含,角斑病
绿丰1号,包含,菜青虫
绿丰1号,包含,枯萎病
绿丰1号,包含,吊瓜
绿丰1号,包含,甜菜夜蛾
绿丰1号,包含,绵腐病
绿丰1号,包含,白粉虱
绿丰1号,包含,霜霉病
绿丰1号,属于,水稻
柑,属于,果园
柑,属于,果轮纹病
柑,属于,苹果褐斑病
柑,属于,叶片黄化
柑,属于,花脸病
柑,属于,树
柑,属于,金纹细蛾
柑,属于,黄斑卷叶虫
柑,属于,苹果炭疽病
柑,属于,平小卷叶虫
柑,属于,小卷叶蛾
柑,属于,苹果斑点落叶病
柑,属于,梨黑星病
柑,属于,顶梢卷叶虫
柑,属于,苹果轮纹病
柑,属于,中草药
