Entity1,Relation,Entity2
抗阿米巴原虫,属于,害虫
菊花,属于,农作物
调菇水,属于,农作物药物
敌百虫可溶性粉剂,属于,农作物药物
纹枯病,属于,微生物
猪呼吸繁殖综合征,属于,动物疾病
草药,属于,中药
稻株,属于,农作物
洋葱,属于,蔬菜
黄瓣瓜,属于,农作物
杀白蚁药,防治,白蚁
水夹子,属于,害虫
细菌性褐条病,属于,农作物病害
多拉菌素,属于,畜牧业药物
韭葱,属于,农作物
高免卵黄体,属于,畜牧业药物
寄生疫霉,属于,农作物虫害
蹄裂,属于,疾病
杀灭菊脂,防治,小菜蛾
辣椒,感染,脐腐病
结膜炎,属于,动物疾病
架豆,属于,农作物
扁豆,属于,眉豆
抗菌药物,属于,疾病
鱼尾葵,别名,酒椰子
施基肥拌药,防治,白蚁
炭疽病,属于,疾病
生石灰,属于,中药
连翘,属于,农作物
瓜蔓,属于,西瓜
橘皮,属于,农作物
花菇,属于,香菇
波尔多液,防治,炭疽病
博落回,属于,中药
花生,别名,鲐鱼
大青叶,属于,畜牧业药物
兰花,被危害,蓟马
番木瓜,属于,中药
西芹,属于,农作物
苜蓿,感染,病毒病
叶斑病,属于,农作物病害
虫,属于,动物
果类,属于,农作物
青年蜂,属于,动物
疖疮病,属于,疾病
护树将军,防治,越冬病毒
甲霜灵可湿性粉剂,防治,霜霉病
蛔虫,属于,害虫
石鲽,属于,动物
绿玫瑰,属于,农作物
枳实,属于,畜牧业药物
鲢鳙鱼,属于,动物
美人蕉,属于,农作物
复合维生素,属于,畜牧业药物
香菇,属于,微生物
黄化萎缩病,属于,农作物病害
桂花,属于,木樨
真菌,属于,食用菌
硫酸阿托品,属于,畜牧业药物
鱼花,属于,动物
小龙虾,属于,动物
水蚤,属于,害虫
益肠安,属于,畜牧业药物
混百菌清,防治,早疫病
多菌灵可湿性粉剂,防治,根腐病
生食萝卜,属于,蔬菜
十字花科,科,菜心
丝瓜,属于,肉丝瓜
猪苓,属于,畜牧业药物
春雷王铜,属于,农作物药物
茯苓,别名,云苓
龙虱,属于,动物
樱桃树,别名,大樱桃树
琴萌1号,属于,农作物
多菌灵可湿性粉剂,防治,颖枯病
象草,属于,农作物
甲基硫菌灵,属于,农作物药物
假旋回症,属于,动物疾病
秋葵,属于,农作物
四防苗,属于,动物疾病
梨小食心虫,被危害,黄桃
黑腹果蝇,属于,生物
三角梅,属于,农作物
北极狐,属于,动物
青年鸭,属于,动物
冰片,属于,农作物
郁李仁,属于,畜牧业药物
辛硫磷乳油,防治,菜蚜
景龙宝,属于,西瓜
莴苣,被危害,蚜虫
珊瑚花,属于,农作物
龙虱,属于,生物
晚疫病,属于,疾病
下痢,属于,动物疾病
叶蝉,属于,害虫
大叶黄杨,属于,农作物
奇巧乳油,属于,农作物药物
肘结节黏液囊炎,属于,动物疾病
瞎撞子,属于,农作物虫害
吡虫啉可湿性粉剂,防治,小猿叶虫
毛皮动物,属于,动物
狭鳕,属于,动物
结球生莱,属于,农作物
敌敌畏,防治,螟虫
花罗汉,属于,害虫
枣虫快毙,属于,农作物药物
菖蒲,属于,农作物
甜椒,属于,农作物
鸡输卵管炎,属于,动物疾病
金合欢,属于,含羞草料
乳牛,属于,奶牛
兰花,感染,霉菌
禾本科作物,属于,农作物
络氨铜水剂,防治,叶枯病
松材线虫,属于,害虫
杨树叶,属于,农作物
香葱,感染,锈病
黄斑卷叶虫,属于,农作物虫害
瓜叶菊,属于,农作物
黑尾叶蝉,属于,害虫
喷菊酷类,防治,斜纹夜盗蛾
黄蟹,属于,动物
茅栗,属于,农作物
抗菌肽,属于,微生物
水蛇,属于,害虫
桑枝,属于,农作物
辣根,属于,中药
烧碱,别名,氢氧化钠
凤尾菇,属于,中药
蜂群,属于,动物
菜螟,属于,害虫
霉锰锌,属于,农作物药物
肌病,属于,疾病
香菜,别名,香荽
稻株,属于,水稻
草铵膦,属于,害虫
可立施或阿克泰,属于,农作物药物
敌磺钠,别名,敌克松
香附子,属于,畜牧业药物
炭疽病,属于,农作物病害
鸭疫里默氏杆菌病,属于,疾病
小麦,被危害,小麦吸浆虫
灭蚜威,防治,斑潜蝇
枸杞,别名,枸杞子
熊蜂,属于,动物
扒老姜,属于,农作物
霜霉病,属于,农作物虫害
苹果,感染,苹果褐斑病
鲇鱼,属于,鱼类
微孢子虫,属于,真菌
锐劲特,属于,农作物药物
毛茛科,科,芍药
巴氏杆菌病,属于,疾病
白龙,属于,畜牧业药物
金玫瑰,属于,农作物
丹毒,属于,疾病
樟脑磺酸,属于,畜牧业药物
棉铃虫,属于,害虫
氟苯尼考,属于,畜牧业药物
硕丹,防治,桃小食心虫
茼蒿,感染,猝倒病
貉子,属于,动物
肝素,属于,疾病
仙人球,属于,花卉
穿心红,属于,农作物
杜邦万克灵,属于,农作物药物
红蜘蛛,别名,螨类
敌敌畏,防治,草地螟
黄边须根,属于,畜牧业药物
蕃茄苗,属于,农作物
布鲁氏菌病,属于,动物疾病
辣椒,感染,菌核病
马唐,属于,农作物
敌杀死,防治,蚜虫
鼠害,病原,老鼠
大青叶蝉,属于,害虫
过氧乙酸,属于,农作物药物
放线菌,属于,微生物
根菜类,属于,农作物
动物,感染,灰霉病
春薯,感染,晚霜
南方大口鲶,属于,动物
杜梨,属于,农作物
川芎,属于,畜牧业药物
代林锌,防治,炭疽病
肥皂水,属于,畜牧业药物
荠菜,被危害,蚜虫
团头鲂,属于,动物
郑杂5号,属于,西瓜
白柳,属于,农作物
鱼类,属于,动物
鼻窦发炎,属于,动物疾病
杨,属于,农作物
黄叶病,感染,苹果
棉种,属于,棉花
豆科,科,补骨脂
豆类,被危害,甘蓝夜蛾
金合欢,属于,合欢属
恩诺沙星,属于,畜牧业药物
三氯杀螨醇乳油,属于,农作物药物
草鸡,属于,动物
禾本科,科,刚竹
藤蔓,属于,农作物
菌核病,属于,农作物虫害
天泰10号,属于,农作物
麦芽,属于,畜牧业药物
雄犬,属于,动物
玛丽华盛顿500W,属于,农作物
银耳,属于,农作物
尖吻鲈,属于,动物
鲫鱼,属于,动物
食心虫,属于,害虫
淡竹,属于,农作物
真菌,病原,水稻立枯病
紫叶李,属于,乔木和花灌木类
野艾,属于,草本
铜制剂,防治,细菌性病害
毒死蜱,防治,桃小食心虫
麦蜘蛛,属于,害虫
阿维菌素,属于,农作物药物
云杉,属于,乔木和花灌木类
对虾,属于,动物疾病
菜豆树,属于,中药
消炎药物,属于,害虫
马铃薯,感染,青枯病
红痢,属于,动物疾病
金粟兰科,属于,农作物
金都尔,属于,农作物药物
花生,被危害,蚜虫
多霉清,属于,农作物药物
狂犬病病毒,属于,病毒
蓖麻叶,属于,农作物
螨虫,属于,害虫
锐扑,属于,农作物药物
倒刺鲃,属于,害虫
幼鸭,属于,动物
佛手,属于,农作物
杏子,别名,杏仁
敌菇虫,属于,农作物药物
园环病毒,属于,害虫
呼吸道细菌病,属于,动物疾病
树桩盆景,属于,农作物
青菜,属于,农作物
鸡,属于,畜牧业药物
烟草,感染,花叶病
椿树,属于,阔叶树
葫芦科,科,有棱丝瓜
荠菜,属于,农作物
旱金莲,属于,农作物
防治鸡输卵管炎,属于,动物疾病
猪流感,属于,动物疾病
叶蝉,属于,农作物虫害
萝卜,被危害,菜青虫
早熟禾,属于,农作物
甲壳素,属于,农作物药物
生地,属于,畜牧业药物
蜱,属于,蜱虫
香葱,感染,叶枯病
板瓜,属于,南瓜苗
绒山羊,属于,动物
病虫,属于,农作物虫害
苏叶,属于,畜牧业药物
天龙宝,防治,桃小食心虫
菜果壮蒂灵,属于,农作物药物
鳖,属于,鱼类
白鹭,属于,动物
大豆,被危害,小地老虎
异菌脲,属于,农作物药物
波尔多液,属于,农作物药物
吡喹酮,属于,畜牧业药物
动物,感染,绵疫病
夏白50,属于,农作物
啶虫脒,防治,粉虱
黄杨,属于,农作物
氢氧化钠,属于,农作物药物
速扑杂乳油,防治,蚧壳虫
旋花科,科,红薯
彩色马蹄莲,属于,农作物
黄尿病,属于,动物疾病
羊鼻蝇,属于,害虫
鸡眼草,别名,掐不齐
拌料剂,属于,农作物药物
四季豆,属于,农作物
鸭苗,属于,动物
毛细的线虫,属于,动物疾病
矾,属于,明矾
果树,感染,叶片黄化
侧耳根,属于,畜牧业药物
大蒜,属于,农作物
颖枯病,属于,农作物病害
青韭菜,属于,农作物
气单孢菌,属于,害虫
杀毒矾可湿性粉剂,防治,晚疫病
雏鹅,属于,动物
鼠伤寒沙门氏菌,属于,细菌
氧化乐果,防治,麦蚜
金瓜,别名,南瓜
百菌清,防治,猝倒病
灭蝇胺,别名,环丙氨嗪
青萝卜,属于,农作物
莱菔子,属于,农作物
叶菜,属于,农作物
蔗叶,属于,农作物
硫酸镁,属于,畜牧业药物
梅花斑病,属于,动物疾病
金龟子,属于,农作物虫害
消毒药,属于,畜牧业药物
金柑,属于,农作物
紫色长茄,属于,农作物
鸭瘟,属于,疾病
番茄,属于,蔬菜
链霉素,防治,细菌性软腐病
镇稻11号,属于,农作物
半枝莲,属于,畜牧业药物
冬菇,属于,农作物
革兰氏阴性菌,属于,微生物
幼蜂,属于,动物
粉锈宁乳油,防治,锈病
慈菇,属于,中药
病竹,属于,农作物病害
藻,属于,农作物
甲氨基阿维菌素苯甲酸盐,防治,蚜虫
地豆,属于,四季豆
农利灵,防治,早疫病
烧碱,属于,畜牧业药物
农作物,感染,茶云纹叶枯病
病原菌,属于,微生物
板叶荠菜,属于,荠菜
有害疣孢霉,属于,农作物虫害
苹果,感染,落叶病
桔,属于,农作物
白莶,属于,畜牧业药物
柑桔,被危害,蚧壳虫
三黄粉,属于,畜牧业药物
蛛形纲,纲,螨类
腐烂病,别名,白腐病
印楝素,属于,农作物
番茄,属于,瓜果类蔬菜
稻谷,属于,农作物
乐斯本,防治,瓜实蝇
喷施磷酸二氢钾,防治,细菌性病害
漂白粉液,属于,农作物药物
水牛,属于,动物
中华蚤病,属于,动物疾病
灭蜗灵颗粒剂,属于,农作物药物
传染性喉气管炎,属于,动物疾病
线虫,属于,农作物虫害
新枣头,属于,枣树
维生素C水溶液,属于,畜牧业药物
异育银鲫,属于,动物
条斑病毒病,属于,农作物病害
灌木,属于,杜鹃
好灭丹,防治,大造桥虫
苹果幼树,属于,苹果树
腹膜炎,属于,动物疾病
铁树,属于,农作物
向日葵,属于,农作物
苹,属于,中药
苦皮藤,属于,中药
蛙,属于,林蛙
麦穗鱼,属于,鱼类
斜纹夜蛾,属于,农作物虫害
柑桔,属于,农作物
毛木耳,属于,真菌
水蛇,属于,动物
胡萝卜,属于,农作物
亚麻,属于,农作物
公兔,属于,动物
掐不齐,属于,农作物
百合,属于,农作物
西红柿,感染,溃疡病
蔷薇科,科,地榆炭
菊科,科,甘青蒿
动物,感染,稻瘟病
瓜果类,属于,农作物
富士苹果,属于,农作物
甲基硫菌灵可湿性粉剂,防治,蛇眼病
枣树,被危害,枣步曲
腐皮病,属于,动物疾病
夜蛾科,科,甘蓝夜蛾
毒毛中毒,属于,动物疾病
雉鸡,属于,动物
猴头菇,属于,农作物
意杨苗,感染,杨树溃疡病
普乐,属于,畜牧业药物
葱,属于,蔬菜
绵疫病,属于,疾病
杨树,属于,阔叶树
绿萝,属于,水培花卉
过敏反应,属于,动物疾病
茶尺蠖,属于,农作物虫害
桃炭疽病,属于,农作物病害
鸟,属于,动物
升防落素,属于,农作物药物
大肠杆菌病,属于,动物疾病
粘孢子虫,属于,害虫
萤蔺,属于,害虫
日高乳油,属于,农作物药物
柑,属于,农作物
农作物,感染,角斑病
樱桃树,属于,农作物
曲霉菌,属于,真菌
克灵,属于,农作物药物
南瓜,属于,农作物
指环虫属,属于,害虫
高效氯氟氰菊酯,属于,农作物药物
黄鳝,属于,动物
哺乳母猪,属于,动物
波尔多液,防治,细菌性斑点病
绿脓杆菌,属于,害虫
伏桃,属于,农作物
泰妙菌素,属于,畜牧业药物
桑宁73 炔螨特乳油,防治,红蜘蛛
疖疮病,属于,动物疾病
棘头虫,属于,害虫
好安威,属于,农作物药物
高白鲑,属于,动物
黄瓜,感染,炭疽病
扑虱灵,别名,噻嗪酮
树苗,属于,农作物
烟叶,别名,烟草
赤斑病,属于,农作物病害
乌鳢,属于,动物
虫害,属于,农作物虫害
硕丹,防治,绿盲蝽
上海青,别名,青菜
雏,属于,动物
泻痢停,属于,畜牧业药物
集琦虫螨克,属于,农作物药物
急性乳房炎,属于,疾病
胃肠溃疡疾病,属于,动物疾病
家鸡,别名,土鸡
等量式波尔多液,防治,炭疽病
蝼蛄,属于,害虫
小麦,感染,赤霉病
阿坝蒿,属于,草本
软枣猕猴桃,属于,农作物
桑树叶,属于,农作物
荜澄茄,属于,农作物
病毒,导致,茶炭疽病
链球菌病,防治,疫苗
家蝇,属于,害虫
水稻,感染,稻瘟病菌
弱病毒,属于,害虫
芹菜,感染,斑枯病
口蹄疫疫苗,属于,畜牧业药物
腐必清,属于,农作物药物
斑病,属于,农作物病害
敌百虫粉剂,属于,农作物药物
木通,属于,畜牧业药物
温血动物,属于,动物
半滑舌鳎,属于,鱼类
蛆虫,属于,害虫
狗鳕,属于,动物
菱瘟,属于,农作物病害
十字花科,属于,农作物
虾,属于,罗氏沼虾
茭白,属于,农作物
腐霉利,属于,农作物药物
生石膏,属于,农作物
氧乐果,属于,农作物药物
毛头鬼伞,属于,中草药
西瓜,感染,枯萎病
蛇床,属于,农作物
一串红,属于,农作物
气喘病,属于,动物疾病
大葱,感染,锈病
大眼鳜,属于,动物
尖孢镰刀菌,属于,微生物
绵腐病,属于,农作物病害
敌磺钠,属于,农作物药物
脑膜炎,属于,疾病
莲藕,属于,农作物
茄子苗,属于,茄子
胡瓜鱼,属于,动物
胃溃疡,属于,动物疾病
吡蚜酮,属于,农作物药物
橙色玫瑰,属于,农作物
茶橙瘿螨,属于,害虫
番茄,被危害,蚜虫
肺疫,属于,动物疾病
瑞毒铜,属于,农作物药物
禾本科,科,籼稻
五氯硝基苯,属于,农作物药物
红桔皮,属于,畜牧业药物
粉锈宁乳油,防治,白粉病
细菌性斑点病,属于,农作物病害
猪苓,属于,农作物
鸭舌草,属于,中药
夏青菜,属于,农作物
血痢,属于,动物疾病
棕榈,属于,乔木和花灌木类
甲霜 锰锌可湿性粉剂,防治,叶斑病
牛犊,别名,犊牛
蚕蛹,属于,动物
毒死蜱,防治,绿盲蝽
副睾炎,属于,动物疾病
炙甘草,属于,农作物
多肽提取剂,属于,畜牧业药物
棉籽,属于,农作物
霉灵,属于,农作物药物
杀毒矾可湿性粉剂,防治,灰霉病
杀毒矾,防治,茎枯病
狍子,属于,动物
毛白杨,属于,农作物
肉兔,属于,动物
除虫精粉,防治,玉米螟
旋毛虫,属于,害虫
青霉素,属于,畜牧业药物
枯萎灵,属于,农作物药物
呼吸道疾病,属于,疾病
马尾松,属于,动物
合欢属,属于,农作物
根结线虫病,属于,农作物病害
豆科,科,紫花苜蓿
金藻,属于,农作物
银心吊兰,属于,吊兰
流感,属于,动物疾病
福美砷,属于,农作物药物
大黄苏,属于,畜牧业药物
庆大霉素,属于,畜牧业药物
皇冠一号,属于,丝瓜
食蚜虻,属于,农作物虫害
毛头鬼伞,属于,农作物
敌杀死,防治,黄斑卷叶虫
茶叶,属于,农作物
剑带绦虫病,属于,动物疾病
螳螂,属于,动物
后备猪,属于,动物
猫,属于,动物
井冈多菌灵,属于,农作物药物
菜帮,属于,农作物
草菇,属于,食用菌
胡桃肉状菌,感染,蘑菇
硝酸钙液,防治,脐腐病
葱叶,属于,农作物
顽固性腹泻,属于,动物疾病
肺热,属于,动物疾病
高效氯氰菊脂,属于,农作物药物
枯萎病,属于,农作物病害
北京小杂56号,属于,农作物
番茄,感染,小果症
稻叶,属于,农作物
油茶,属于,农作物
疱疹病毒科,属于,疾病
杀毒矾,防治,叶枯病
黑树莓,属于,农作物
红茶,属于,农作物
连粳7号,属于,中熟中粳稻
叶斑病,属于,疾病
百菌清胶悬液,防治,苹果炭疽病
利谷隆,属于,农作物药物
龟背竹,属于,生物
过路黄,属于,中药
李,属于,李子
鸡苗,属于,动物
天龙宝,防治,绿盲蝽
高锰酸钾液,属于,畜牧业药物
白芦笋,属于,农作物
竹丛枝病,属于,农作物病害
玉米,感染,黑穗病
薯,属于,农作物
鸭巴氏杆菌病,属于,动物疾病
花鲈,别名,鲈鱼
抗氧化剂,属于,焦亚硫酸钠
鲁单9002,属于,玉米
罗非鱼,属于,鱼类
壁虎,属于,爬行动物
乌菱,属于,农作物
鞘翅目,属于,害虫
犬型布鲁氏菌病,属于,动物疾病
荚螟,属于,农作物虫害
茼蒿,感染,霜霉病
向日葵,感染,茎腐病
鸽群,属于,动物
氟苯醚菊酯,属于,畜牧业药物
韭菜,属于,农作物
双青丝瓜,属于,农作物
塘鱼,属于,动物
粉螨,属于,害虫
蚍虫啉乳油,防治,根蚜
蜜虫,属于,农作物虫害
布氏杆菌病,属于,动物疾病
甜瓜,感染,叶斑病
仙人掌,属于,农作物
高美施有机腐殖酸活性液,属于,农作物药物
扁豆,感染,霜霉病
小卷叶蛾,属于,农作物虫害
锚头蚤病,属于,动物疾病
加州72,属于,芦笋
浮游生物,属于,动物
葡萄糖注射液,属于,畜牧业药物
虾病,属于,动物疾病
大腹皮,属于,畜牧业药物
精神萎靡,属于,疾病
螺蚌,属于,动物
病虫害,属于,农作物虫害
疫病,属于,疾病
辣椒,感染,日灼病
高龄蜂,属于,动物
苹果褐斑病,属于,农作物病害
竹叶菜,别名,空心菜
金边,属于,农作物
橡皮树,属于,花木
西瓜,感染,炭疽病
硫双二氯酚,属于,畜牧业药物
废气中毒,属于,动物疾病
金银花,属于,畜牧业药物
水仙,属于,花卉
消化道疾病,属于,动物疾病
灭螨净乳油,防治,红蜘蛛
空心菜,属于,叶菜
铁树,别名,苏铁
野生绞股蓝茶,属于,畜牧业药物
动物,感染,肤霉病
痘苗病毒,属于,病毒
脱水,防治,生理盐水
杀灭菊脂,防治,黄条跳甲
苗枯病,属于,农作物病害
黄胸鼠,属于,害虫
恶霉灵,属于,农作物药物
郑杂9号,属于,农作物
三萜,属于,畜牧业药物
瘤胃积食,属于,疾病
板蓝根,属于,农作物
垂丝海棠,属于,乔木和花灌木类
细菌性叶斑病,属于,农作物病害
传染性法氏囊炎,属于,动物疾病
成乳牛,属于,动物
冰硼散,属于,畜牧业药物
喷菊酷类,防治,蓟马
松脂酸铜乳油,属于,农作物药物
兰叶,属于,农作物
蚊,属于,孑孓
疯长,属于,农作物病害
夏暑茶,属于,农作物
榆树,别名,榆
鱼尾葵,别名,红棕竹
红底板病,属于,动物疾病
杜鹃,属于,花木
金合欢,属于,农作物
青花菜,属于,蔬菜
烂皮病,别名,腐烂病
蝗科,属于,害虫
退菌特可湿性粉剂,防治,果轮纹病
春薯,感染,疫病
粉痂病,属于,农作物病害
疫霉菌,属于,农作物虫害
大白菜,被危害,斑潜蝇
无名高烧,属于,动物疾病
炎症,属于,动物疾病
指环虫科,属于,害虫
刺槐,属于,树
小松菇,别名,巴西蘑菇
大丽花,属于,花卉
草鳊,属于,动物
香葱,被危害,种蝇
柴鸡,属于,动物
腐熟有机肥,属于,农作物药物
花菜,属于,农作物
火碱水,属于,畜牧业药物
当归,属于,畜牧业药物
野鸡,属于,动物
寄生蜂,属于,农作物虫害
黄瓜嫁接苗,属于,农作物
防疫液,属于,畜牧业药物
灭蝇胺,属于,农作物药物
梨,感染,腐心病
越冬病毒,属于,农作物虫害
菇蚊成虫,属于,农作物虫害
桃树,属于,树
链霉素,属于,害虫
毛茛科,属于,农作物
菇,属于,农作物
黑密2号,属于,西瓜
银翘散,属于,畜牧业药物
夏小白菜,属于,小白菜
敌百虫晶体,属于,农作物药物
抗虫棉,属于,农作物
稻杆,属于,农作物
果树,被危害,黄斑卷叶虫
棉花,感染,枯黄萎病
动物,感染,新城疫病毒
新高脂膜,属于,农作物
银边吊兰,属于,农作物
姜科,科,郁金
营养,属于,食醋
百脉根,属于,农作物
猪红痢氢氧化铝菌苗,属于,畜牧业药物
花椒,属于,树
梭菌性肠炎,属于,动物疾病
柑桔,被危害,红蜘蛛
奶仔猪,属于,动物
农作物,感染,冻害
猪,感染,动物疾病
三环唑,防治,稻温病
凤梨,属于,水培花卉
豆科,科,眉豆
噬菌蛭弧菌,属于,畜牧业药物
亚麻,属于,农作物
中型兔,属于,生物
绿盲蝽,属于,农作物虫害
真菌,导致,玉米大斑病
长颈鹿,属于,动物
纹枯病病,属于,农作物虫害
河蟹,属于,动物
公母猫,属于,动物
白术,属于,畜牧业药物
人兽共患病,属于,疾病
蚍虫啉乳油,属于,农作物药物
玉米大斑病,属于,农作物病害
棉絮,属于,农作物
初产牛,属于,动物
肤霉病,属于,疾病
黑果病,属于,农作物病害
栝楼,属于,农作物
绿得保,属于,农作物药物
猪棘头虫病,属于,疾病
板叶荠菜,别名,大叶荠菜
继发大肠杆菌病,属于,动物疾病
甲基托布津可湿性粉剂,防治,炭疽病
吸浆虫,属于,害虫
甘蓝,属于,农作物
托布津,属于,农作物药物
桃,属于,农作物
籽粒苋,属于,农作物
贝类,属于,动物
蟾蜍,属于,动物
绿丰1号,属于,农作物
叶部病害,属于,农作物病害
丰产树,属于,农作物
红叶石楠,属于,农作物
灌木,属于,玫瑰
麝香石竹,属于,农作物
百菌清可湿性粉剂,防治,霜霉病
锚头鳋,属于,害虫
烂尾病,属于,动物疾病
真菌病,属于,疾病
猪,防治,畜牧业药物
硫磺,属于,农作物药物
吡虫啉可湿性粉剂,防治,四绒金龟甲
红富士,属于,农作物
米兰,属于,花木
家鸡,属于,鸡
苏云金杆菌,防治,小菜蛾
青木香,属于,农作物
三甲氧苄氨嘧啶,属于,畜牧业药物
白菜,被危害,甘蓝夜蛾
日高乳油,防治,烟青虫
烟叶,属于,农作物
阿特拉津,属于,农作物药物
农用硫酸链霉素可溶性粉剂,防治,灰霉病
驱虫药物,属于,畜牧业药物
蚧壳虫,属于,动物
肝片形吸虫,属于,害虫
琥胶肥酸铜,防治,细菌性病害
黑穗病,属于,农作物病害
急性败血,属于,动物疾病
黄腐酸盐,属于,农作物药物
鱼类,感染,肤霉病
子宫内膜炎,属于,动物疾病
黑籽南瓜,属于,农作物
银雀,属于,农作物药物
虾衣花,属于,农作物
丝瓜,被危害,瓜绢螟
水稻,感染,白叶枯病
果树早期落叶病,属于,农作物病害
白锈病,属于,农作物病害
乌洛托品注射液,属于,畜牧业药物
杀毒矾可湿性粉剂,防治,叶斑病
阿坝蒿,属于,农作物
蛋鸭,属于,动物
复合酚类环境消毒剂,属于,畜牧业药物
夜蛾科,属于,斜纹夜蛾
早衰,属于,疾病
养殖蟹,属于,动物
连粳7号,属于,农作物
苹果,属于,果树
西葫芦,属于,农作物
可杀得可湿性粉剂,防治,黄萎病
粉掌,属于,农作物
乳酸菌,属于,微生物
石榴,属于,石榴根皮
成虫,属于,害虫
刺槐,属于,农作物
烟碱合剂,属于,农作物药物
黄曲霉菌,属于,黄曲霉
肉用仔鸭,属于,动物
乳鸽,属于,动物
虾,别名,青虾
糯玉米,属于,玉米
多肉农作物,属于,动物
氨基酸液肥,属于,农作物药物
茼蒿,属于,农作物
扁豆,属于,农作物
V35,属于,农作物
细菌性肠炎病,属于,动物疾病
幼虾,属于,虾
凤梨,属于,年宵花
田螺,属于,动物
石鸡,属于,动物
夜蛾科,属于,夜蛾
燕麦,属于,农作物
灭活疫苗,属于,畜牧业药物
桃树,属于,农作物
痢菌净,属于,畜牧业药物
新城疫病毒,属于,疾病
小爪虫,属于,害虫
扁豆,属于,农作物
屈腱炎,属于,动物疾病
根蚜,属于,农作物虫害
氯化物,属于,微生物
碧护,属于,农作物药物
恶霉灵,防治,猝倒病
水韭菜,属于,农作物
苏州青,属于,农作物
菠萝蜜,属于,中草药
萝卜芽,属于,萝卜
畜禽,属于,动物
膀胱炎,属于,疾病
小龙柏,属于,农作物
氮磷钾,属于,农作物药物
花椒,属于,农作物
洋水仙,属于,花卉
茯神,属于,农作物
松香,属于,中药
人畜共患病,属于,动物疾病
扁豆,别名,峨眉豆
加瑞农,属于,农作物药物
磷酸二氢钾溶液,属于,农作物药物
阿莫西林,属于,抗生素
慢性寄生虫病,属于,动物疾病
鲢鱼,属于,中药
蓖麻油,属于,中药
黄颡鱼,属于,动物
疾病猪,属于,动物
生食萝卜,属于,农作物
萝卜,属于,农作物
子宫内膜炎,属于,疾病
巴西蘑菇,属于,农作物
除虫脲,属于,农作物药物
艾叶,属于,中药
灭活苗,属于,口蹄疫疫苗
绿丰1号,属于,黄瓜
香葱,属于,农作物
烂头病,属于,农作物病害
苋科,属于,莲子草
胡萝卜,被危害,蝼蛄
桑树,属于,阔叶树
恩诺沙星注射液,属于,畜牧业药物
胡桃肉状菌,属于,农作物病害
红叶茎枯病,属于,农作物病害
黑松,属于,乔木
秋梢,属于,果树
月鳢,属于,动物
白皮病,属于,疾病
农作物,感染,土传病害
瓜皮,属于,农作物
心包炎,属于,疾病
本地猪病,属于,动物疾病
食盐水,属于,畜牧业药物
非洲菊,属于,农作物
鹤虱,属于,中药
水合氯醛注射液,属于,畜牧业药物
犬细小病毒性肠炎,属于,动物疾病
芽,感染,赤霉病
蚜虫,属于,作物虫害
日本侧殖吸虫,属于,害虫
野苜蓿,属于,农作物
野杂鱼,属于,害虫
爱福丁,防治,蚜虫
獭兔,属于,动物
褐斑病,别名,赤星病
小斑病,属于,农作物病害
黑鳃病,属于,疾病
蒜蛆,属于,农作物虫害
水稻,感染,胡麻病菌
杜邦万克灵,防治,金针虫
葫芦科,科,白兰瓜
附红细胞体病,属于,动物疾病
罗布麻,属于,农作物
广藿香,属于,农作物
家鸡,属于,动物
茯苓,属于,农作物
冰鲜鱼,属于,动物
土菌消 水剂,防治,猝倒病
光合细菌,属于,微生物
果树,感染,苹果炭疽病
霜霉病,属于,疾病
骨质疏松症,属于,动物疾病
死鱼,属于,动物
滑石粉,属于,中药
草兔,属于,动物
瘤胃素,属于,畜牧业药物
骨碎补,属于,农作物
桑毛虫,属于,害虫
油乳剂苗,属于,畜牧业药物
黑胫病,属于,农作物病害
菜果壮蒂灵,属于,农作物药物
代森锰锌可湿性粉剂,防治,斑枯病
茼蒿,被危害,斑潜蝇
果树,感染,苹果轮纹病
芦笋,属于,蔬菜
辛乳油,防治,桑毛虫
鼠害,属于,害虫
黄杨,属于,小灌木类
恶霉灵,防治,小果症
鱼腥草,属于,农作物
豆科牧草,属于,农作物
三棱,属于,中药
热性病,属于,疾病
绿脓杆菌,属于,细菌
百菌清,防治,病毒病
烧碱,属于,农作物药物
秋薯,被危害,缺窝老苗
胶白8号,属于,农作物
癞,属于,害虫
软腐病,属于,疾病
烟草,感染,白粉病
羊痘,属于,动物疾病
盐酸恩诺沙星,属于,农作物药物
鸭疫里默氏杆菌病,属于,动物疾病
烟草,感染,烟田黑胫病
金鱼,属于,动物
芽枯病,属于,农作物病害
藤蔓,别名,瓜秧
奶牛,别名,乳牛
彭泽鲫,属于,动物
香茅,属于,中药
茎枯病,属于,农作物病害
水蛇,属于,动物
杜鹃花瓣,属于,农作物
板篮根,属于,畜牧业药物
三角梅,别名,宝巾
菱角,别名,水栗
双孢菇,属于,农作物
筒筒,属于,蔬菜
贯众,属于,农作物
青草,属于,农作物
大叶藻,属于,动物
蓝藻,属于,农作物
高粱,属于,农作物
瓜绢螟,属于,害虫
上海青,别名,小白菜
干姜,属于,畜牧业药物
川芎,别名,香果
香菇,属于,真菌
灰绿曲霉,属于,农作物虫害
犬布鲁氏菌病,属于,传染病
萝卜芽,属于,农作物
甲氨基阿维菌素苯甲酸盐,防治,夜蛾类
龟背竹,属于,农作物
桑保Ⅰ号,防治,桑疫病
幼虾,属于,动物
十字花科,科,芜菁
淮稻9号,属于,迟熟中粳稻
